city,timestamp,temperature,season
New York,2010-01-01,-5.525537173525008,winter
New York,2010-01-02,1.4889513322693513,winter
New York,2010-01-03,-1.9007059531157728,winter
New York,2010-01-04,11.058036189380886,winter
New York,2010-01-05,-2.6652461995475205,winter
New York,2010-01-06,-1.934367242199757,winter
New York,2010-01-07,7.761407873086579,winter
New York,2010-01-08,0.978624389484041,winter
New York,2010-01-09,3.253069162503595,winter
New York,2010-01-10,3.5218780570737858,winter
New York,2010-01-11,4.19009653963666,winter
New York,2010-01-12,-9.92297948816515,winter
New York,2010-01-13,0.658515807728496,winter
New York,2010-01-14,-1.703522964636581,winter
New York,2010-01-15,-10.770388425316632,winter
New York,2010-01-16,0.06861178041471433,winter
New York,2010-01-17,-0.7693855599381915,winter
New York,2010-01-18,1.3234176873928263,winter
New York,2010-01-19,8.355705077272313,winter
New York,2010-01-20,6.576019413764236,winter
New York,2010-01-21,1.4032064225514835,winter
New York,2010-01-22,16.562074186234753,winter
New York,2010-01-23,-8.671790557922856,winter
New York,2010-01-24,-4.710576700539576,winter
New York,2010-01-25,-6.958789309404013,winter
New York,2010-01-26,5.279811480219168,winter
New York,2010-01-27,-8.73145244021481,winter
New York,2010-01-28,0.8177325397790105,winter
New York,2010-01-29,8.901938793624645,winter
New York,2010-01-30,0.08744201569611187,winter
New York,2010-01-31,-4.731629627619545,winter
New York,2010-02-01,1.5617303998646073,winter
New York,2010-02-02,-1.3749517699938925,winter
New York,2010-02-03,0.35672769839387114,winter
New York,2010-02-04,0.19867490090710785,winter
New York,2010-02-05,-3.096518109300491,winter
New York,2010-02-06,-1.4333399090600687,winter
New York,2010-02-07,-5.0536452978799895,winter
New York,2010-02-08,-4.797816305182734,winter
New York,2010-02-09,-5.762089900014564,winter
New York,2010-02-10,-1.9619377328512375,winter
New York,2010-02-11,0.5198012569413663,winter
New York,2010-02-12,-2.5856909674461015,winter
New York,2010-02-13,5.3557215708476855,winter
New York,2010-02-14,-8.21892952613538,winter
New York,2010-02-15,-5.014568358859858,winter
New York,2010-02-16,-7.617781171096054,winter
New York,2010-02-17,-4.318325105550848,winter
New York,2010-02-18,0.8703153948674308,winter
New York,2010-02-19,1.240808050760734,winter
New York,2010-02-20,-3.8724917669005676,winter
New York,2010-02-21,3.3509048309853897,winter
New York,2010-02-22,-2.3482884089908436,winter
New York,2010-02-23,-7.153735525152117,winter
New York,2010-02-24,4.173455795406536,winter
New York,2010-02-25,1.3228911127034877,winter
New York,2010-02-26,-13.440789561722163,winter
New York,2010-02-27,7.8329571680411325,winter
New York,2010-02-28,-0.9658398967730337,winter
New York,2010-03-01,11.453115519607838,spring
New York,2010-03-02,9.243011102606838,spring
New York,2010-03-03,3.449211499091226,spring
New York,2010-03-04,10.236686730999255,spring
New York,2010-03-05,8.095670208817165,spring
New York,2010-03-06,5.503103107376885,spring
New York,2010-03-07,18.397895531371816,spring
New York,2010-03-08,13.32035278969971,spring
New York,2010-03-09,11.436359654765972,spring
New York,2010-03-10,3.7892929696458175,spring
New York,2010-03-11,5.998578660180152,spring
New York,2010-03-12,7.234289587886513,spring
New York,2010-03-13,4.902458394546015,spring
New York,2010-03-14,16.919521977405463,spring
New York,2010-03-15,9.933420733135167,spring
New York,2010-03-16,7.284562952219894,spring
New York,2010-03-17,4.563515786908738,spring
New York,2010-03-18,9.816497820959157,spring
New York,2010-03-19,5.887249036139055,spring
New York,2010-03-20,15.012792733759152,spring
New York,2010-03-21,15.216993917791719,spring
New York,2010-03-22,11.176535100250863,spring
New York,2010-03-23,4.65418934205236,spring
New York,2010-03-24,3.876573654264142,spring
New York,2010-03-25,5.274698784307896,spring
New York,2010-03-26,11.27283087385293,spring
New York,2010-03-27,16.824182827926457,spring
New York,2010-03-28,12.3903452060194,spring
New York,2010-03-29,13.833572618118577,spring
New York,2010-03-30,8.613962279189616,spring
New York,2010-03-31,10.174147918528123,spring
New York,2010-04-01,5.390468757972212,spring
New York,2010-04-02,5.235408048545586,spring
New York,2010-04-03,19.155544059605504,spring
New York,2010-04-04,15.136616677544012,spring
New York,2010-04-05,4.554483938868337,spring
New York,2010-04-06,9.995723991940114,spring
New York,2010-04-07,5.439370584732605,spring
New York,2010-04-08,20.881514463500157,spring
New York,2010-04-09,4.92595179772508,spring
New York,2010-04-10,5.527799210756227,spring
New York,2010-04-11,13.410249493311515,spring
New York,2010-04-12,3.6730134459236847,spring
New York,2010-04-13,11.110526672758315,spring
New York,2010-04-14,1.918148703792827,spring
New York,2010-04-15,0.6318539675266255,spring
New York,2010-04-16,2.593448997153839,spring
New York,2010-04-17,13.023882041250534,spring
New York,2010-04-18,8.73452279817579,spring
New York,2010-04-19,5.451862294840298,spring
New York,2010-04-20,14.470323302706596,spring
New York,2010-04-21,14.15171267301896,spring
New York,2010-04-22,12.366834782774554,spring
New York,2010-04-23,8.974337124808466,spring
New York,2010-04-24,15.741060569395547,spring
New York,2010-04-25,4.213579317746494,spring
New York,2010-04-26,2.884321275130853,spring
New York,2010-04-27,13.571368978024262,spring
New York,2010-04-28,10.914225849976638,spring
New York,2010-04-29,4.091726289000177,spring
New York,2010-04-30,19.971357717051667,spring
New York,2010-05-01,9.752715449258984,spring
New York,2010-05-02,12.673192164138104,spring
New York,2010-05-03,14.796166677639107,spring
New York,2010-05-04,6.114105153747925,spring
New York,2010-05-05,11.840260156901268,spring
New York,2010-05-06,18.054533421046997,spring
New York,2010-05-07,4.675061412229029,spring
New York,2010-05-08,16.785385502620862,spring
New York,2010-05-09,16.858319245294513,spring
New York,2010-05-10,2.728166895513832,spring
New York,2010-05-11,18.389559273782705,spring
New York,2010-05-12,10.594790642123124,spring
New York,2010-05-13,11.261495111275158,spring
New York,2010-05-14,0.7586016154617639,spring
New York,2010-05-15,12.069777888486932,spring
New York,2010-05-16,2.7447620834780846,spring
New York,2010-05-17,7.266881270895295,spring
New York,2010-05-18,3.763111411827871,spring
New York,2010-05-19,5.198008284564651,spring
New York,2010-05-20,4.348497577105897,spring
New York,2010-05-21,12.00562956781908,spring
New York,2010-05-22,6.430309529495641,spring
New York,2010-05-23,15.775289732029488,spring
New York,2010-05-24,10.448265789320454,spring
New York,2010-05-25,6.216791656362368,spring
New York,2010-05-26,-2.0753194408073234,spring
New York,2010-05-27,3.2904361229410988,spring
New York,2010-05-28,12.769907408273667,spring
New York,2010-05-29,6.502335722291718,spring
New York,2010-05-30,8.281237792956997,spring
New York,2010-05-31,16.494355064272717,spring
New York,2010-06-01,20.088535434295242,summer
New York,2010-06-02,29.985258475674527,summer
New York,2010-06-03,24.154308668144647,summer
New York,2010-06-04,23.529945752366935,summer
New York,2010-06-05,16.02484723761858,summer
New York,2010-06-06,29.42297920376525,summer
New York,2010-06-07,19.83425270767325,summer
New York,2010-06-08,19.100155912331658,summer
New York,2010-06-09,23.018610475333837,summer
New York,2010-06-10,34.74962731259605,summer
New York,2010-06-11,27.360870641682936,summer
New York,2010-06-12,25.123683792306696,summer
New York,2010-06-13,29.617084958155502,summer
New York,2010-06-14,28.391468640500413,summer
New York,2010-06-15,29.509373329063877,summer
New York,2010-06-16,21.6971542874423,summer
New York,2010-06-17,23.06206433924011,summer
New York,2010-06-18,29.97662050264949,summer
New York,2010-06-19,29.723907559791467,summer
New York,2010-06-20,29.231292948652708,summer
New York,2010-06-21,23.6259972855112,summer
New York,2010-06-22,14.955758935881963,summer
New York,2010-06-23,21.382819575457674,summer
New York,2010-06-24,15.177457808914651,summer
New York,2010-06-25,24.818740666122515,summer
New York,2010-06-26,18.53299261812218,summer
New York,2010-06-27,31.80719172777045,summer
New York,2010-06-28,32.196536847461,summer
New York,2010-06-29,28.788306603548435,summer
New York,2010-06-30,14.46691927159973,summer
New York,2010-07-01,25.244517374932833,summer
New York,2010-07-02,25.149570623013418,summer
New York,2010-07-03,22.262109767839576,summer
New York,2010-07-04,31.065779606620424,summer
New York,2010-07-05,36.08448152876354,summer
New York,2010-07-06,18.705225440135948,summer
New York,2010-07-07,34.05587908216537,summer
New York,2010-07-08,26.560538854092616,summer
New York,2010-07-09,26.976786509847933,summer
New York,2010-07-10,23.80648583219555,summer
New York,2010-07-11,32.41153729212526,summer
New York,2010-07-12,24.62343362615584,summer
New York,2010-07-13,24.758670516300125,summer
New York,2010-07-14,22.070767594130334,summer
New York,2010-07-15,26.708553161067886,summer
New York,2010-07-16,25.146493497558204,summer
New York,2010-07-17,23.104552262797412,summer
New York,2010-07-18,29.272128338876335,summer
New York,2010-07-19,25.96593542421536,summer
New York,2010-07-20,17.998418519069002,summer
New York,2010-07-21,29.79776760165764,summer
New York,2010-07-22,33.3994178226375,summer
New York,2010-07-23,21.297461341728187,summer
New York,2010-07-24,36.37097885330448,summer
New York,2010-07-25,27.180449887380462,summer
New York,2010-07-26,31.1824986117678,summer
New York,2010-07-27,25.06802039759037,summer
New York,2010-07-28,27.754361383581955,summer
New York,2010-07-29,24.97880133386811,summer
New York,2010-07-30,14.294503068770483,summer
New York,2010-07-31,27.509238208981344,summer
New York,2010-08-01,25.639557347870436,summer
New York,2010-08-02,27.549463147808336,summer
New York,2010-08-03,35.35001708904821,summer
New York,2010-08-04,33.42619052862521,summer
New York,2010-08-05,26.920564764291985,summer
New York,2010-08-06,19.16076635620194,summer
